HSN,NAME,P CODE,TOTAL QUANTITY,UNTAXED TOTAL,IGST,SGST,CGST,TAXED TOTAL
28415090,AMMONIUM DICHROMATE L.R. 500.00 GM,A12029,48.0,20575.910000000003,5116.519999999999,1596.6700000000003,1596.6700000000003,28885.770000000004,All / Saleable / LABORATORY CHEMICALS
28352990,AMMONIUM DIHYD.ORTHOPHOSPHATE 500.00 GM,A12129,17.0,4093.49,0,368.40999999999997,368.40999999999997,4830.3099999999995,All / Saleable / LABORATORY CHEMICALS
28352990,AMMONIUM DIHYD.ORTHO PHOSPHATE 25.00 KG,A12188,3.0,13250.0,810.0,1575.0,1575.0,17210.0,All / Saleable / LABORATORY CHEMICALS
28419000,AMMONIUM META VANADATE 100.00 GM,A12217,18.0,9968.449999999999,1604.66,749.3199999999999,749.3199999999999,13071.75,All / Saleable / LABORATORY CHEMICALS
28352990,DI AMMONIUM HYD.ORTHOPHOSHATE 500.00 GM,A12229,68.0,13386.75,4914.0,267.84,267.84,18836.43,All / Saleable / LABORATORY CHEMICALS
28352990,DI AMMONIUM HYD.ORTHOPHOSHATE 25.00 KG,A12288,2.0,8500.0,1530.0,0,0,10030.0,All / Saleable / LABORATORY CHEMICALS
28333020,AMMONIUM FERRIC SULPHATE L.R. 500.00 GM,A12329,99.0,15055.980000000001,2660.52,439.03999999999996,439.03999999999996,18594.579999999998,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM FERROUS SULPHATE L.R. 500.00 GM,A12429,1090.0,105809.40000000001,59445.910000000025,2787.5000000000005,2787.5000000000005,170830.31000000003,All / Saleable / LABORATORY CHEMICALS
29222190,4-AMINO-3-HYDROXYNAPHTHALENE 25.00 GM,A12509,2.0,365.8,0,32.92,32.92,431.64000000000004,All / Saleable / LABORATORY CHEMICALS
29224990,4-AMINO BENZOIC ACID (PABA) 100.00 GM,A12517,4.0,631.12,113.6,0,0,744.72,All / Saleable / LABORATORY CHEMICALS
28261990,AMMONIUM BIFLUORIDE 5.00 KG,A12539,7.0,10500.0,0,945.0,945.0,12390.0,All / Saleable / LABORATORY CHEMICALS
28261990,AMMONIUM BIFLUORIDE L.R. 250.00 GM,A12625,105.0,11245.54,2488.37,420.81000000000006,420.81000000000006,14575.529999999999,All / Saleable / LABORATORY CHEMICALS
28261990,AMMONIUM BIFLUORIDE 500.00 GM,A12627,1.0,241.8,0,21.76,21.76,285.32,All / Saleable / LABORATORY CHEMICALS
28417090,AMMONIUM MOLYBDATE L.R 500.00 GM,A12629,8.0,19730.82,3817.87,543.16,543.16,24635.01,All / Saleable / LABORATORY CHEMICALS
32041214,ACID FUCHSIN (M.S.) 25.00 GM,A12709,14.0,2439.72,437.39,108.47999999999999,108.47999999999999,3094.07,All / Saleable / LABORATORY CHEMICALS
28417090,AMMONIUM MOLYBDATE L.R. 100.00 GM,A12717,103.0,50664.759999999995,15687.11,1960.51,1960.51,70272.88999999998,All / Saleable / LABORATORY CHEMICALS
29181590,tri-AMMONIUM CITRATE (97-103%) 250.00 GM,A12829,1.0,217.62,0,19.59,19.59,256.8,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM NICKEL SULPHATE.L.R. 250.00 GM,A12925,12.0,4064.6400000000003,1412.82,130.35000000000002,130.35000000000002,5738.16,All / Saleable / LABORATORY CHEMICALS
29171190,AMMONIUM OXALATE L.R. 500.00 GM,A13129,155.0,25709.110000000004,10449.890000000001,863.8300000000002,863.8300000000002,37886.659999999996,All / Saleable / LABORATORY CHEMICALS
29214290,ANILINE SULPHATE 250.00 GM,A13225,2.0,605.12,0,54.46,54.46,714.0400000000001,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM SULPHATE L.R. 500.00 GM,A13329,870.0,77011.46999999999,32252.91999999999,3357.989999999999,3357.989999999999,115980.37000000001,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM SULPHATE L.R. 5.00 KG,A13337,6.0,3384.2,0,304.58000000000004,304.58000000000004,3993.36,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM SULPHATE.L.R. 25.00 KG,A13388,1.0,1900.0,342.0,0,0,2242.0,All / Saleable / LABORATORY CHEMICALS
28276090,AMMONIUM IODIDE L.R 50.00 GM,A13604,36.0,22223.8,3903.2599999999998,380.66,380.66,26888.38,All / Saleable / LABORATORY CHEMICALS
28261990,AMMONIUM FLUORIDE L.R 250.00 GM,A13625,37.0,6868.719999999999,1021.15,673.5699999999999,673.5699999999999,9237.009999999998,All / Saleable / LABORATORY CHEMICALS
28112920,ARSENIC TRIOXIDE L.R. 500.00 GM,A13629,41.0,4501.24,1152.32,203.95,203.95,6061.46,All / Saleable / LABORATORY CHEMICALS
29181390,ANTIMONY POTASSIUM TARTARATE 250.00 GM,A13725,4.0,1548.8000000000002,0,139.39999999999998,139.39999999999998,1827.6,All / Saleable / LABORATORY CHEMICALS
29152990,ALUMINIUM ACETATE 250.00 GM,A14017,45.0,8871.45,626.22,604.1700000000001,604.1700000000001,10706.01,All / Saleable / LABORATORY CHEMICALS
28362090,AMMONIUM CARBONATE L.R. 500.00 GM,A14129,451.0,54766.869999999995,22937.76000000001,2032.8000000000006,2032.8000000000006,81770.23,All / Saleable / LABORATORY CHEMICALS
29181550,AMMONIUM FERRIC CITRATE L.R. 500.00 GM,A14329,21.0,5103.84,0,459.34000000000003,459.34000000000003,6022.52,All / Saleable / LABORATORY CHEMICALS
28273200,ALUMINIUM CHLORIDE ANHYDROUS 250.00 GM,A15025,59.0,5692.27,1679.6599999999999,133.17000000000002,133.17000000000002,7638.2699999999995,All / Saleable / LABORATORY CHEMICALS
28182010,ALUMINIUM OXIDE 500.00 GM,A15129,22.0,1854.72,592.7,18.75,18.75,2484.92,All / Saleable / LABORATORY CHEMICALS
28275990,AMMONIUM BROMIDE L.R 500.00 GM,A15229,101.0,40076.549999999996,14673.59,1292.1499999999999,1292.1499999999999,57334.44,All / Saleable / LABORATORY CHEMICALS
28334000,AMMONIUM PERSULPHATE L.R. 500.00 GM,A15329,14.0,2385.02,265.81,179.85000000000002,179.85000000000002,3010.5299999999997,All / Saleable / LABORATORY CHEMICALS
28334000,AMMONIUM PERSULPHATE L.R. 25.00 KG,A15388,1.0,2675.0,0,240.75,240.75,3156.5,All / Saleable / LABORATORY CHEMICALS
28372010,AMMONIUM THIOCYNATE 250.00 GM,A15429,221.0,30859.679999999997,9212.099999999999,1211.5400000000002,1211.5400000000002,42494.86,All / Saleable / LABORATORY CHEMICALS
28461090,AMMONIUM CERIC SULPHATE L.R 100.00 GM,A15517,19.0,18946.750000000004,2988.42,1384.9299999999998,1384.9299999999998,24705.03,All / Saleable / LABORATORY CHEMICALS
28402090,AMMONIUM BORATE L.R. 250.00 GM,A15525,18.0,2470.2,546.48,166.82999999999998,166.82999999999998,3350.34,All / Saleable / LABORATORY CHEMICALS
28369990,AMMONIUM BICARBONATE L.R 500.00 GM,A15529,33.0,3477.2799999999997,625.91,0,0,4103.19,All / Saleable / LABORATORY CHEMICALS
28461090,AMMONIUM CERIC NITRATE L.R 100.00 GM,A15617,79.0,47726.95,12143.33,1442.16,1442.16,62754.600000000006,All / Saleable / LABORATORY CHEMICALS
28309010,ANTIMONY SULPHIDE BLACK-96% 250.00 GM,A15625,2.0,593.6,106.85,0,0,700.45,All / Saleable / LABORATORY CHEMICALS
29222990,2-AMINOPHENOL (O-AMINOPHENOL) 100.00 GM,A16017,6.0,1938.72,348.97,0,0,2287.69,All / Saleable / LABORATORY CHEMICALS
29222913,4-AMINOPHENOL - 99% 100.00 GM,A16117,5.0,574.6,103.43,0,0,678.03,All / Saleable / LABORATORY CHEMICALS
29222912,3-AMINOPHENOL (M-AMINOPHENOL) 50.00 GM,A16217,2.0,202.72,36.49,0,0,239.21,All / Saleable / LABORATORY CHEMICALS
29222912,3-AMINOPHENOL (M-AMINOPHENOL) 100.00 GM,A16227,2.0,449.12,80.84,0,0,529.96,All / Saleable / LABORATORY CHEMICALS
29242990,ACRYLAMIDE 500.00 GM,A16329,3.0,1151.88,133.46,73.88,73.88,1433.1000000000001,All / Saleable / LABORATORY CHEMICALS
28273990,ANTIMONY TRICHLORIDE.L.R. 100.00 GM,A17017,5.0,1141.7,205.51,0,0,1347.21,All / Saleable / LABORATORY CHEMICALS
29159010,ACETYL CHLORIDE L.R 500 ML,A17329,23.0,5816.96,1936.85,190.61,190.61,8135.03,All / Saleable / LABORATORY CHEMICALS
29093019,ANISOLE (METHOXY BENZENE) 500 ML,A17429,16.0,7526.4,1354.75,0,0,8881.15,All / Saleable / LABORATORY CHEMICALS
29124910,ANISALDEHYDE-99% 250 ML,A17475,2.0,1072.6,0,96.53,96.53,1265.6599999999999,All / Saleable / LABORATORY CHEMICALS
38220090,L-AMINO ACIDS KIT - 20 items 1.00 GM,A18050,3.0,5540.04,0,445.08000000000004,445.08000000000004,6430.200000000001,All / Saleable / ANALYSIS KITS
29161100,ACRYLIC ACID-99% 500 ML,A18329,2.0,765.08,0,68.86,68.86,902.8000000000001,All / Saleable / ACIDS
25249039,ASBESTOS FOR GOOCH CRUCIBLES 100.00 GM,A19017,2.0,726.88,36.34,0,0,763.22,All / Saleable / LABORATORY CHEMICALS
29152100,ACETIC ACID SOLUTION 3% 500 ML,A20379,444.0,26735.71,9140.58,508.63000000000005,508.63000000000005,36893.55,All / Saleable / INDICATOR PAPERS
29152100,ACETIC ACID SOLUTION 5% 500 ML,A20389,10.0,566.5,101.97,0,0,668.47,All / Saleable / INDICATOR PAPERS
38220019,ALKALINE COPPER TARTRATE SOLN. 500 ML,A21079,41.0,3352.2,516.79,56.150000000000006,56.150000000000006,3981.29,All / Saleable / CLINICAL REAGENTS/STAINS
38220090,ALUMINON REAGENT 125 ML,A21271,256.0,12694.53,2285.1099999999997,0,0,14979.64,All / Saleable / CLINICAL REAGENTS/STAINS
28352990,ALUMINIUM PHOSPHATE 500.00 GM,A24129,9.0,1965.6,436.13,21.09,21.09,2443.9100000000003,All / Saleable / LABORATORY CHEMICALS
38220019,ACID FAST STAINING KIT,A25550,10.0,2075.76,144.54,90.98,90.98,2402.26,All / Saleable / LABORATORY CHEMICALS
38220019,ALBERT'S STAIN SOLUTION A 125 ML,A30871,18.0,1140.62,133.52,51.739999999999995,51.739999999999995,1377.62,All / Saleable / INDICATOR POWDERS/SOLUTIONS
38220019,ALBERT'S STAIN SOLUTION B 125 ML,A30971,15.0,928.3299999999999,100.14000000000001,46.17999999999999,46.17999999999999,1120.83,All / Saleable / INDICATOR POWDERS/SOLUTIONS
76071190,ALUMINIUM FOIL 100.00 GM,A31217,35.0,3330.6000000000004,932.5699999999999,0,0,4263.17,All / Saleable / LABORATORY CHEMICALS
35029000,ALBUMIN BOVINE FRACTION V POW. 5.00 GM,A31501,64.0,42014.969999999994,5634.71,3262.5599999999995,3262.5599999999995,54174.799999999996,All / Saleable / LABORATORY CHEMICALS
32041264,ANILINE BLUE STAIN POWDER(WS) 25.00 GM,A32009,17.0,3277.26,765.98,39.84,39.84,4122.92,All / Saleable / INDICATOR POWDERS/SOLUTIONS
29214120,ANILINE HYDROCHLORIDE 250.00 GM,A32029,2.0,329.28,59.27,0,0,388.54999999999995,All / Saleable / LABORATORY CHEMICALS
29362700,L-ASCORBIC ACID (VITAMIN-C) 5.00 GM,A33101,38.0,1210.54,358.02000000000004,96.17999999999998,96.17999999999998,1760.9199999999996,All / Saleable / LABORATORY CHEMICALS
29362700,L-ASCORBIC ACID (VITAMIN -C) 100.00 GM,A33117,37.0,13063.749999999998,1768.73,956.1999999999998,956.1999999999998,16744.88,All / Saleable / LABORATORY CHEMICALS
29362700,L-ASCORBIC ACID (VITAMIN-C) 500.00 GM,A33129,3.0,4112.0,906.7,143.41,143.41,5305.52,All / Saleable / LABORATORY CHEMICALS
29362700,L-ASCORBIC ACID (VITAMIN-C) 5.00 KG,A33139,1.0,5750.0,0,517.5,517.5,6785.0,All / Saleable / LABORATORY CHEMICALS
29252990,AZOMETHINE H  A.R. 10.00 GM,A33205,1.0,5959.44,0,536.35,536.35,7032.14,All / Saleable / LABORATORY CHEMICALS
29224990,L-ARGININE (FOR BIOCHEMISTRY) 25.00 GM,A34209,24.0,4267.29,1045.0900000000001,34.48,34.48,5381.34,All / Saleable / LABORATORY CHEMICALS
29224990,L-ASPARTIC ACID (FOR BIOCHEMIS 25.00 GM,A34309,10.0,1332.0,105.84,93.73,93.73,1625.3,All / Saleable / LABORATORY CHEMICALS
29224990,DL-ASPARTIC ACID - 99% 25.00 GM,A34310,32.0,3022.04,543.97,0,0,3566.01,All / Saleable / LABORATORY CHEMICALS
38220019,ACETO CARMINE 100 ML,A35671,583.0,157993.52,38016.48,2106.21,2106.21,200222.42000000004,All / Saleable / INDICATOR POWDERS/SOLUTIONS
38220019,ACETO ORCEIN SOLUTION 100 ML,A35771,135.0,27025.7,7879.58,189.72,189.72,35284.719999999994,All / Saleable / LABORATORY CHEMICALS
32041268,ALIZARIN RED S 10.00 GM,A43905,6.0,549.31,80.69,18.2,18.2,666.4000000000001,All / Saleable / SOLVENTS
38220090,ALIZARIN RED S SOLUTION 125 ML,A43971,64.0,3145.6,0,188.74,188.74,3523.08,All / Saleable / CLINICAL REAGENTS/STAINS
29334900,AMMONIUM PURPURATE (MUREXIDE) 5.00 GM,A44001,31.0,4827.299999999999,804.23,280.68,280.68,6192.89,All / Saleable / SOLVENTS
32041321,AURAMINE (M.S) (AURAMINE O) 25.00 GM,A52909,14.0,1918.2800000000002,0,172.64999999999998,172.64999999999998,2263.58,All / Saleable / LABORATORY CHEMICALS
38220090,ACID MOLYBDATE SOLUTION 500 ML,A60679,2.0,187.49,0,11.25,11.25,209.99,All / Saleable / ANALYSIS KITS
38220090,AMMONIA BUFFER SOLUTION 5 L,A61551,5.0,1200.0,144.0,0,0,1344.0,All / Saleable / ANALYSIS KITS
38220090,AMMONIA BUFFER SOLUTION 500 ML,A61579,456.0,43256.94000000001,8319.82,1152.1000000000001,1152.1000000000001,53880.96,All / Saleable / ANALYSIS KITS
29153990,AMYL ACETATE Iso. 500 ML,A61659,4.0,1121.38,49.85,152.0,152.0,1475.23,All / Saleable / LABORATORY CHEMICALS
29214110,ANILINE A.R 500 ML,A70129,9.0,2723.04,0,245.07,245.07,3213.1800000000003,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM FERROUS SULPHATE A.R. 500.00 GM,A72529,36.0,7639.3,1307.58,168.75,168.75,9284.38,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM SULPHATE A.R. 500.00 GM,A72629,10.0,1071.2,192.82,0,0,1264.02,All / Saleable / LABORATORY CHEMICALS
28417090,AMMONIUM MOLYBDATE A.R. 100.00 GM,A72817,30.0,19531.84,3515.73,0,0,23047.57,All / Saleable / LABORATORY CHEMICALS
29362700,L-ASCORBIC ACID (VITAMIN-C)A.R 5.00 GM,A73101,4.0,131.44,23.66,0,0,155.1,All / Saleable / LABORATORY CHEMICALS
29397900,ATROPINE SULPHATE A.R - 98% 5.00 GM,A73601,1.0,562.96,0,50.67,50.67,664.3,All / Saleable / LABORATORY CHEMICALS
29152100,ACETIC ACID GLACIAL A.R. 500 ML,A74229,3.0,500.34,0,45.03,45.03,590.4,All / Saleable / INDICATOR PAPERS
29152100,ACETIC ACID GLACIAL A.R. 2.5 L,A74237,3.0,2047.52,0,184.28,184.28,2416.08,All / Saleable / INDICATOR PAPERS
29141100,ACETONE A.R. 500 ML,A74329,31.0,5049.0,1334.3700000000001,232.01999999999998,232.01999999999998,6847.410000000001,All / Saleable / ACIDS
29141100,ACETONE A.R. 2.5 L,A74337,10.0,6742.15,1319.76,445.84,445.84,8953.59,All / Saleable / ACIDS
29141100,ACETONE A.R 25 L,A74389,19.0,52750.0,0,4747.5,4747.5,62245.0,All / Saleable / ACIDS
28271000,AMMONIUM CHLORIDE A.R. 250.00 GM,A74429,46.0,4139.55,1067.99,251.02,251.02,5709.58,All / Saleable / LABORATORY CHEMICALS
28372010,AMMONIUM THIOCYANATE A.R. 500.00 GM,A74629,4.0,1151.36,207.24,0,0,1358.6,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM SULPHATE A.R. 5.00 KG,A75239,1.0,954.8,0,85.93,85.93,1126.66,All / Saleable / LABORATORY CHEMICALS
28333020,AMMONIUM FERRIC SULPHATE A.R 500.00 GM,A75379,18.0,3662.5699999999997,189.81,411.15,411.15,4674.68,All / Saleable / LABORATORY CHEMICALS
29152990,AMMONIUM ACETATE A.R 500.00 GM,A75429,21.0,4267.08,768.0799999999999,0,0,5035.16,All / Saleable / LABORATORY CHEMICALS
28142000,AMMONIA SOLN. A.R. SP.GR.0.91 500 ML,A75579,18.0,1235.52,222.39,0,0,1457.9099999999999,All / Saleable / LABORATORY CHEMICALS
28142000,AMMONIA SOLN. A.R.SP GR.0.91 2.5 L,A75587,36.0,9599.68,1727.9499999999998,0,0,11327.630000000001,All / Saleable / LABORATORY CHEMICALS
28142000,AMMONIA SOLUTION SP.GR.0.91 25 L,A75588,80.0,44000.0,7920.0,0,0,51920.0,All / Saleable / LABORATORY CHEMICALS
29335990,ADENINE IP/USP 98.5%-101% 1.00 KG,A85225,12.0,61578.0,2268.0,8816.04,8816.04,81478.08000000002,All / Saleable / LABORATORY CHEMICALS
29269000,ACETONITRILE HPLC 2.5 L,A94037,28.0,21449.32,3204.0,656.88,656.88,25967.079999999998,All / Saleable / ACIDS
29269000,ACETONITRILE HPLC 1 L,A94083,2.0,1094.92,0,98.54,98.54,1292.0,All / Saleable / ACIDS
29029090,BIPHENYL 100.00 GM,B10119,144.0,29349.6,3256.2599999999984,2034.26,2034.26,36674.38,All / Saleable / LABORATORY CHEMICALS
29152990,BARIUM ACETATE L.R 500.00 GM,B10129,31.0,9725.94,0,875.32,875.32,11476.579999999998,All / Saleable / LABORATORY CHEMICALS
28366000,BARIUM CARBONATE L.R. 500.00 GM,B10229,2.0,446.4,0,40.18,40.18,526.76,All / Saleable / LABORATORY CHEMICALS
28366000,BARIUM CARBONATE 5.00 KG,B10237,8.0,10000.0,1800.0,0,0,11800.0,All / Saleable / LABORATORY CHEMICALS
28273990,BARIUM CHLORIDE L.R. 500.00 GM,B10329,866.0,95223.29999999996,53082.92,3571.819999999998,3571.819999999998,155449.85999999996,All / Saleable / LABORATORY CHEMICALS
28352990,BARIUM PHOSPHATE L.R. 250.00 GM,B10425,15.0,2859.36,681.5999999999999,179.68,179.68,3900.3199999999997,All / Saleable / LABORATORY CHEMICALS
28275990,BARIUM BROMIDE L.R 500.00 GM,B10429,5.0,2654.6,477.83,0,0,3132.43,All / Saleable / LABORATORY CHEMICALS
16030010,BILE SALT BACTERIOLOGICAL 100.00 GM,B10517,28.0,13306.539999999999,1417.0600000000002,488.08,488.08,15699.76,All / Saleable / LABORATORY CHEMICALS
16030010,BEEF EXTRACT 250.00 GM,B10525,32.0,11025.76,1283.66,203.86,203.86,12717.14,All / Saleable / LABORATORY CHEMICALS
38220090,BIAL'S REAGENT 125 ML,B10571,55.0,6870.030000000001,3078.7,317.72,317.72,10584.17,All / Saleable / CLINICAL REAGENTS/STAINS
28275990,BARIUM BROMIDE 250.00 GM,B10625,2.0,652.24,0,58.7,58.7,769.6400000000001,All / Saleable / LABORATORY CHEMICALS
28164000,BARIUM HYDROXIDE L.R. 500.00 GM,B10629,132.0,12726.48,3024.44,49.56,49.56,15850.039999999999,All / Saleable / LABORATORY CHEMICALS
