HSN,NAME,P CODE,TOTAL QUANTITY,UNTAXED TOTAL,IGST,SGST,CGST,TAXED TOTAL
28352990,DI AMMONIUM HYD.ORTHOPHOSHATE 500.00 GM,A12229,64.0,12456.75,2079.0,81.61,81.61,14698.970000000001,All / Saleable / LABORATORY CHEMICALS
28352990,DI AMMONIUM HYD.ORTHOPHOSHATE 25.00 KG,A12288,2.0,8500.0,1530.0,0,0,10030.0,All / Saleable / LABORATORY CHEMICALS
28333020,AMMONIUM FERRIC SULPHATE L.R. 500.00 GM,A12329,99.0,15055.980000000001,2114.25,297.92,297.92,17766.07,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM FERROUS SULPHATE L.R. 500.00 GM,A12429,987.0,95488.21999999999,14101.129999999997,1543.3899999999996,1543.3899999999996,112676.12999999998,All / Saleable / LABORATORY CHEMICALS
29222190,4-AMINO-3-HYDROXYNAPHTHALENE 25.00 GM,A12509,2.0,365.8,0,32.92,32.92,431.64000000000004,All / Saleable / LABORATORY CHEMICALS
29224990,4-AMINO BENZOIC ACID (PABA) 100.00 GM,A12517,4.0,631.12,113.6,0,0,744.72,All / Saleable / LABORATORY CHEMICALS
28261990,AMMONIUM BIFLUORIDE 5.00 KG,A12539,7.0,10500.0,0,945.0,945.0,12390.0,All / Saleable / LABORATORY CHEMICALS
28261990,AMMONIUM BIFLUORIDE L.R. 250.00 GM,A12625,84.0,9008.48,1246.01,187.74999999999997,187.74999999999997,10629.99,All / Saleable / LABORATORY CHEMICALS
28261990,AMMONIUM BIFLUORIDE 500.00 GM,A12627,1.0,241.8,0,21.76,21.76,285.32,All / Saleable / LABORATORY CHEMICALS
28417090,AMMONIUM MOLYBDATE L.R 500.00 GM,A12629,6.0,14036.43,2526.56,0,0,16562.989999999998,All / Saleable / LABORATORY CHEMICALS
32041214,ACID FUCHSIN (M.S.) 25.00 GM,A12709,10.0,1636.1999999999998,294.51,0,0,1930.71,All / Saleable / LABORATORY CHEMICALS
28417090,AMMONIUM MOLYBDATE L.R. 100.00 GM,A12717,94.0,46176.88,5618.04,1346.91,1346.91,54488.74,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM NICKEL SULPHATE.L.R. 250.00 GM,A12925,12.0,4064.6400000000003,470.94,130.35000000000002,130.35000000000002,4796.280000000001,All / Saleable / LABORATORY CHEMICALS
29171190,AMMONIUM OXALATE L.R. 500.00 GM,A13129,150.0,24751.210000000003,3332.75,561.23,561.23,29206.420000000002,All / Saleable / LABORATORY CHEMICALS
29214290,ANILINE SULPHATE 250.00 GM,A13225,2.0,605.12,0,54.46,54.46,714.0400000000001,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM SULPHATE L.R. 500.00 GM,A13329,700.0,60744.06999999999,7211.18,1861.3700000000001,1861.3700000000001,71677.98999999999,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM SULPHATE L.R. 5.00 KG,A13337,4.0,2554.2,0,229.88,229.88,3013.96,All / Saleable / LABORATORY CHEMICALS
28276090,AMMONIUM IODIDE L.R 50.00 GM,A13604,36.0,22223.8,3619.6,190.33,190.33,26224.06,All / Saleable / LABORATORY CHEMICALS
28261990,AMMONIUM FLUORIDE L.R 250.00 GM,A13625,37.0,6868.719999999999,204.23,516.07,516.07,8105.09,All / Saleable / LABORATORY CHEMICALS
28112920,ARSENIC TRIOXIDE L.R. 500.00 GM,A13629,41.0,4501.24,594.27,107.97,107.97,5311.450000000001,All / Saleable / LABORATORY CHEMICALS
29181390,ANTIMONY POTASSIUM TARTARATE 250.00 GM,A13725,3.0,1173.7,0,105.63999999999999,105.63999999999999,1384.98,All / Saleable / LABORATORY CHEMICALS
29152990,ALUMINIUM ACETATE 250.00 GM,A14017,45.0,8871.45,626.22,485.32000000000005,485.32000000000005,10468.310000000001,All / Saleable / LABORATORY CHEMICALS
28362090,AMMONIUM CARBONATE L.R. 500.00 GM,A14129,377.0,45332.35,5585.03,1287.3800000000006,1287.3800000000006,53492.14000000001,All / Saleable / LABORATORY CHEMICALS
29181550,AMMONIUM FERRIC CITRATE L.R. 500.00 GM,A14329,6.0,1458.24,0,131.24,131.24,1720.72,All / Saleable / LABORATORY CHEMICALS
28273200,ALUMINIUM CHLORIDE ANHYDROUS 250.00 GM,A15025,35.0,3235.4700000000003,562.77,9.81,9.81,3817.86,All / Saleable / LABORATORY CHEMICALS
28182010,ALUMINIUM OXIDE 500.00 GM,A15129,20.0,1646.4,296.35,0,0,1942.75,All / Saleable / LABORATORY CHEMICALS
28275990,AMMONIUM BROMIDE L.R 500.00 GM,A15229,73.0,28602.629999999997,3647.8900000000003,750.2799999999999,750.2799999999999,33751.08,All / Saleable / LABORATORY CHEMICALS
28334000,AMMONIUM PERSULPHATE L.R. 500.00 GM,A15329,14.0,2385.02,265.81,81.75,81.75,2814.33,All / Saleable / LABORATORY CHEMICALS
28372010,AMMONIUM THIOCYNATE 250.00 GM,A15429,214.0,29787.699999999997,3903.58,729.1200000000001,729.1200000000001,35149.51999999999,All / Saleable / LABORATORY CHEMICALS
28461090,AMMONIUM CERIC SULPHATE L.R 100.00 GM,A15517,19.0,18946.750000000004,996.14,1207.1399999999999,1207.1399999999999,22357.170000000006,All / Saleable / LABORATORY CHEMICALS
28402090,AMMONIUM BORATE L.R. 250.00 GM,A15525,18.0,2470.2,136.62,154.0,154.0,2914.82,All / Saleable / LABORATORY CHEMICALS
28369990,AMMONIUM BICARBONATE L.R 500.00 GM,A15529,33.0,3477.2799999999997,625.91,0,0,4103.19,All / Saleable / LABORATORY CHEMICALS
28461090,AMMONIUM CERIC NITRATE L.R 100.00 GM,A15617,57.0,35021.36,4994.620000000001,654.62,654.62,41325.22,All / Saleable / LABORATORY CHEMICALS
28309010,ANTIMONY SULPHIDE BLACK-96% 250.00 GM,A15625,2.0,593.6,106.85,0,0,700.45,All / Saleable / LABORATORY CHEMICALS
29222990,2-AMINOPHENOL (O-AMINOPHENOL) 100.00 GM,A16017,6.0,1938.72,348.97,0,0,2287.69,All / Saleable / LABORATORY CHEMICALS
29222912,3-AMINOPHENOL (M-AMINOPHENOL) 50.00 GM,A16217,2.0,202.72,36.49,0,0,239.21,All / Saleable / LABORATORY CHEMICALS
29222912,3-AMINOPHENOL (M-AMINOPHENOL) 100.00 GM,A16227,2.0,449.12,80.84,0,0,529.96,All / Saleable / LABORATORY CHEMICALS
29242990,ACRYLAMIDE 500.00 GM,A16329,3.0,1151.88,133.46,36.94,36.94,1359.22,All / Saleable / LABORATORY CHEMICALS
28273990,ANTIMONY TRICHLORIDE.L.R. 100.00 GM,A17017,5.0,1141.7,205.51,0,0,1347.21,All / Saleable / LABORATORY CHEMICALS
29159010,ACETYL CHLORIDE L.R 500 ML,A17329,21.0,5211.84,774.74,81.69,81.69,6149.959999999999,All / Saleable / LABORATORY CHEMICALS
29093019,ANISOLE (METHOXY BENZENE) 500 ML,A17429,16.0,7526.4,1354.75,0,0,8881.15,All / Saleable / LABORATORY CHEMICALS
29124910,ANISALDEHYDE-99% 250 ML,A17475,2.0,1072.6,0,96.53,96.53,1265.6599999999999,All / Saleable / LABORATORY CHEMICALS
38220090,L-AMINO ACIDS KIT - 20 items 1.00 GM,A18050,1.0,1784.08,0,107.04,107.04,1998.1599999999999,All / Saleable / ANALYSIS KITS
29161100,ACRYLIC ACID-99% 500 ML,A18329,2.0,765.08,0,68.86,68.86,902.8000000000001,All / Saleable / ACIDS
25249039,ASBESTOS FOR GOOCH CRUCIBLES 100.00 GM,A19017,2.0,726.88,36.34,0,0,763.22,All / Saleable / LABORATORY CHEMICALS
29152100,ACETIC ACID SOLUTION 3% 500 ML,A20379,354.0,21565.110000000004,3266.8199999999997,307.48,307.48,25446.89,All / Saleable / INDICATOR PAPERS
29152100,ACETIC ACID SOLUTION 5% 500 ML,A20389,10.0,566.5,101.97,0,0,668.47,All / Saleable / INDICATOR PAPERS
38220019,ALKALINE COPPER TARTRATE SOLN. 500 ML,A21079,25.0,2095.88,206.57,22.46,22.46,2347.37,All / Saleable / CLINICAL REAGENTS/STAINS
38220090,ALUMINON REAGENT 125 ML,A21271,128.0,5795.33,1043.25,0,0,6838.58,All / Saleable / CLINICAL REAGENTS/STAINS
28352990,ALUMINIUM PHOSPHATE 500.00 GM,A24129,9.0,1965.6,311.62,21.09,21.09,2319.4,All / Saleable / LABORATORY CHEMICALS
38220019,ACID FAST STAINING KIT,A25550,9.0,1849.46,144.54,38.7,38.7,2071.4,All / Saleable / LABORATORY CHEMICALS
38220019,ALBERT'S STAIN SOLUTION A 125 ML,A30871,15.0,941.5999999999999,33.38,39.8,39.8,1054.58,All / Saleable / INDICATOR POWDERS/SOLUTIONS
38220019,ALBERT'S STAIN SOLUTION B 125 ML,A30971,12.0,729.31,33.38,27.07,27.07,816.8299999999999,All / Saleable / INDICATOR POWDERS/SOLUTIONS
76071190,ALUMINIUM FOIL 100.00 GM,A31217,35.0,3330.6000000000004,932.5699999999999,0,0,4263.17,All / Saleable / LABORATORY CHEMICALS
35029000,ALBUMIN BOVINE FRACTION V POW. 5.00 GM,A31501,59.0,38995.469999999994,1106.78,2956.2099999999996,2956.2099999999996,46014.67,All / Saleable / LABORATORY CHEMICALS
32041264,ANILINE BLUE STAIN POWDER(WS) 25.00 GM,A32009,17.0,3277.26,550.0699999999999,19.92,19.92,3867.17,All / Saleable / INDICATOR POWDERS/SOLUTIONS
29214120,ANILINE HYDROCHLORIDE 250.00 GM,A32029,2.0,329.28,59.27,0,0,388.54999999999995,All / Saleable / LABORATORY CHEMICALS
29362700,L-ASCORBIC ACID (VITAMIN-C) 5.00 GM,A33101,33.0,1052.44,59.67,64.88,64.88,1241.8700000000001,All / Saleable / LABORATORY CHEMICALS
29362700,L-ASCORBIC ACID (VITAMIN -C) 100.00 GM,A33117,28.0,9862.99,545.95,614.6999999999999,614.6999999999999,11638.34,All / Saleable / LABORATORY CHEMICALS
29362700,L-ASCORBIC ACID (VITAMIN-C) 500.00 GM,A33129,3.0,4112.0,453.35,143.41,143.41,4852.17,All / Saleable / LABORATORY CHEMICALS
29362700,L-ASCORBIC ACID (VITAMIN-C) 5.00 KG,A33139,1.0,5750.0,0,517.5,517.5,6785.0,All / Saleable / LABORATORY CHEMICALS
29252990,AZOMETHINE H  A.R. 10.00 GM,A33205,1.0,5959.44,0,536.35,536.35,7032.14,All / Saleable / LABORATORY CHEMICALS
29224990,L-ARGININE (FOR BIOCHEMISTRY) 25.00 GM,A34209,18.0,3247.59,550.07,17.24,17.24,3832.14,All / Saleable / LABORATORY CHEMICALS
29224990,L-ASPARTIC ACID (FOR BIOCHEMIS 25.00 GM,A34309,10.0,1332.0,105.84,66.95,66.95,1571.74,All / Saleable / LABORATORY CHEMICALS
29224990,DL-ASPARTIC ACID - 99% 25.00 GM,A34310,32.0,3022.04,543.97,0,0,3566.01,All / Saleable / LABORATORY CHEMICALS
38220019,ACETO CARMINE 100 ML,A35671,550.0,146752.96,16457.47,576.44,576.44,164363.31,All / Saleable / INDICATOR POWDERS/SOLUTIONS
38220019,ACETO ORCEIN SOLUTION 100 ML,A35771,116.0,22699.2,2470.94,126.48,126.48,25423.1,All / Saleable / LABORATORY CHEMICALS
32041268,ALIZARIN RED S 10.00 GM,A43905,1.0,101.06,0,9.1,9.1,119.25999999999999,All / Saleable / SOLVENTS
38220090,ALIZARIN RED S SOLUTION 125 ML,A43971,64.0,3145.6,0,188.74,188.74,3523.08,All / Saleable / CLINICAL REAGENTS/STAINS
29334900,AMMONIUM PURPURATE (MUREXIDE) 5.00 GM,A44001,28.0,4304.639999999999,541.21,116.82000000000001,116.82000000000001,5079.49,All / Saleable / SOLVENTS
38220090,ACID MOLYBDATE SOLUTION 500 ML,A60679,2.0,187.49,0,11.25,11.25,209.99,All / Saleable / ANALYSIS KITS
38220090,AMMONIA BUFFER SOLUTION 5 L,A61551,5.0,1200.0,144.0,0,0,1344.0,All / Saleable / ANALYSIS KITS
38220090,AMMONIA BUFFER SOLUTION 500 ML,A61579,353.0,33532.36,3840.59,369.88,369.88,38112.71,All / Saleable / ANALYSIS KITS
29153990,AMYL ACETATE Iso. 500 ML,A61659,4.0,1121.38,49.85,76.0,76.0,1323.23,All / Saleable / LABORATORY CHEMICALS
29214110,ANILINE A.R 500 ML,A70129,9.0,2723.04,0,245.07,245.07,3213.1800000000003,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM FERROUS SULPHATE A.R. 500.00 GM,A72529,36.0,7639.3,1307.58,33.75,33.75,9014.38,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM SULPHATE A.R. 500.00 GM,A72629,10.0,1071.2,192.82,0,0,1264.02,All / Saleable / LABORATORY CHEMICALS
28417090,AMMONIUM MOLYBDATE A.R. 100.00 GM,A72817,29.0,18963.68,3413.46,0,0,22377.14,All / Saleable / LABORATORY CHEMICALS
29397900,ATROPINE SULPHATE A.R - 98% 5.00 GM,A73601,1.0,562.96,0,50.67,50.67,664.3,All / Saleable / LABORATORY CHEMICALS
29152100,ACETIC ACID GLACIAL A.R. 500 ML,A74229,3.0,500.34,0,45.03,45.03,590.4,All / Saleable / INDICATOR PAPERS
29141100,ACETONE A.R. 500 ML,A74329,26.0,4128.3,444.79,149.16,149.16,4871.41,All / Saleable / ACIDS
29141100,ACETONE A.R. 2.5 L,A74337,5.0,3099.65,439.92,59.01,59.01,3657.59,All / Saleable / ACIDS
29141100,ACETONE A.R 25 L,A74389,13.0,35950.0,0,3235.5,3235.5,42421.0,All / Saleable / ACIDS
28271000,AMMONIUM CHLORIDE A.R. 250.00 GM,A74429,46.0,4139.55,457.71,143.70000000000002,143.70000000000002,4884.66,All / Saleable / LABORATORY CHEMICALS
28372010,AMMONIUM THIOCYANATE A.R. 500.00 GM,A74629,4.0,1151.36,207.24,0,0,1358.6,All / Saleable / LABORATORY CHEMICALS
28332990,AMMONIUM SULPHATE A.R. 5.00 KG,A75239,1.0,954.8,0,85.93,85.93,1126.66,All / Saleable / LABORATORY CHEMICALS
28333020,AMMONIUM FERRIC SULPHATE A.R 500.00 GM,A75379,18.0,3662.5699999999997,63.27,297.99,297.99,4321.82,All / Saleable / LABORATORY CHEMICALS
29152990,AMMONIUM ACETATE A.R 500.00 GM,A75429,21.0,4267.08,768.0799999999999,0,0,5035.16,All / Saleable / LABORATORY CHEMICALS
28142000,AMMONIA SOLN. A.R. SP.GR.0.91 500 ML,A75579,18.0,1235.52,222.39,0,0,1457.9099999999999,All / Saleable / LABORATORY CHEMICALS
28142000,AMMONIA SOLN. A.R.SP GR.0.91 2.5 L,A75587,36.0,9599.68,1727.9499999999998,0,0,11327.630000000001,All / Saleable / LABORATORY CHEMICALS
28142000,AMMONIA SOLUTION SP.GR.0.91 25 L,A75588,80.0,44000.0,7920.0,0,0,51920.0,All / Saleable / LABORATORY CHEMICALS
29335990,ADENINE IP/USP 98.5%-101% 1.00 KG,A85225,10.0,48978.0,0,4408.02,4408.02,57794.04000000001,All / Saleable / LABORATORY CHEMICALS
29269000,ACETONITRILE HPLC 2.5 L,A94037,3.0,3649.32,0,328.44,328.44,4306.2,All / Saleable / ACIDS
29029090,BIPHENYL 100.00 GM,B10119,136.0,27683.039999999997,1851.8999999999999,1565.5300000000002,1565.5300000000002,32666.000000000007,All / Saleable / LABORATORY CHEMICALS
29152990,BARIUM ACETATE L.R 500.00 GM,B10129,30.0,9391.140000000001,0,845.19,845.19,11081.519999999999,All / Saleable / LABORATORY CHEMICALS
28366000,BARIUM CARBONATE L.R. 500.00 GM,B10229,2.0,446.4,0,40.18,40.18,526.76,All / Saleable / LABORATORY CHEMICALS
28366000,BARIUM CARBONATE 5.00 KG,B10237,8.0,10000.0,1800.0,0,0,11800.0,All / Saleable / LABORATORY CHEMICALS
28273990,BARIUM CHLORIDE L.R. 500.00 GM,B10329,758.0,82859.57999999999,10864.210000000001,2025.2800000000004,2025.2800000000004,97774.34999999998,All / Saleable / LABORATORY CHEMICALS
28352990,BARIUM PHOSPHATE L.R. 250.00 GM,B10425,12.0,2260.44,227.2,89.84,89.84,2667.3199999999997,All / Saleable / LABORATORY CHEMICALS
28275990,BARIUM BROMIDE L.R 500.00 GM,B10429,5.0,2654.6,477.83,0,0,3132.43,All / Saleable / LABORATORY CHEMICALS
16030010,BILE SALT BACTERIOLOGICAL 100.00 GM,B10517,27.0,12778.3,937.5500000000001,297.92,297.92,14311.690000000002,All / Saleable / LABORATORY CHEMICALS
16030010,BEEF EXTRACT 250.00 GM,B10525,28.0,9765.36,927.22,122.32,122.32,10937.22,All / Saleable / LABORATORY CHEMICALS
38220090,BIAL'S REAGENT 125 ML,B10571,54.0,6734.250000000001,845.56,183.3,183.3,7946.41,All / Saleable / CLINICAL REAGENTS/STAINS
28275990,BARIUM BROMIDE 250.00 GM,B10625,2.0,652.24,0,58.7,58.7,769.6400000000001,All / Saleable / LABORATORY CHEMICALS
28164000,BARIUM HYDROXIDE L.R. 500.00 GM,B10629,132.0,12726.48,2241.2200000000003,24.78,24.78,15017.26,All / Saleable / LABORATORY CHEMICALS
28342930,BARIUM NITRATE L.R. 500.00 GM,B10729,189.0,22209.3,1550.5,1223.5599999999997,1223.5599999999997,26206.91999999999,All / Saleable / LABORATORY CHEMICALS
28332700,BARIUM SULPHATE L.R 500.00 GM,B10829,52.0,6960.000000000001,473.39,389.70000000000005,389.70000000000005,8212.79,All / Saleable / LABORATORY CHEMICALS
29022000,BENZENE L.R. 500 ML,B10929,344.0,49782.43000000001,6663.17,1148.84,1148.84,58743.27999999999,All / Saleable / ACIDS
29022000,BENZENE L.R. 2.5 L,B10937,185.0,99261.84999999999,16940.120000000003,463.51,463.51,117128.98999999999,All / Saleable / ACIDS
15219010,BEES WAX (WHITE) 250.00 GM,B11025,2.0,442.4,79.63,0,0,522.03,All / Saleable / LABORATORY CHEMICALS
15219010,BEES WAX (WHITE) 500.00 GM,B11029,15.0,6056.0,667.67,211.20000000000002,211.20000000000002,7146.07,All / Saleable / LABORATORY CHEMICALS
29242990,BENZAMIDE 250.00 GM,B11125,35.0,7505.700000000001,1138.43,106.30000000000001,106.30000000000001,8856.73,All / Saleable / LABORATORY CHEMICALS
29242990,BENZAMIDE 500.00 GM,B11129,5.0,2247.0,70.11,167.17,167.17,2651.4500000000003,All / Saleable / LABORATORY CHEMICALS
28332700,BARIUM SULPHATE 25.00 KG,B11188,1.0,3750.0,675.0,0,0,4425.0,All / Saleable / LABORATORY CHEMICALS
29163110,BENZOIC ACID L.R. 500.00 GM,B11225,160.0,27394.010000000006,2478.74,1226.1,1226.1,32324.95,All / Saleable / LABORATORY CHEMICALS
29033920,BROMOFORM L.R. 250 ML,B11229,12.0,17767.96,2582.42,307.9,307.9,20966.18,All / Saleable / LABORATORY CHEMICALS
28402090,BISMUTH BORATE - 97% 100.00 GM,B11307,5.0,3142.75,565.69,0,0,3708.44,All / Saleable / LABORATORY CHEMICALS
28259090,BISMUTH OXIDE 99% 100.00 GM,B11317,1.0,454.16,81.75,0,0,535.9100000000001,All / Saleable / LABORATORY CHEMICALS
28261990,BARIUM FLUORIDE-97% 250.00 GM,B11325,8.0,3282.3199999999997,352.44,119.19,119.19,3873.1400000000003,All / Saleable / LABORATORY CHEMICALS
28352990,BISMUTH PHOSPHATE 67.7% 100.00 GM,B11337,1.0,2346.7,0,211.2,211.2,2769.0999999999995,All / Saleable / LABORATORY CHEMICALS
28362090,BISMUTH CARBONATE L.R. 100.00 GM,B11417,30.0,12066.599999999999,2171.98,0,0,14238.58,All / Saleable / LABORATORY CHEMICALS
